Electricity:Facility,InteriorLights:Electricity,Electricity:HVAC,Heating:Gas,Site Outdoor Air Drybulb Temperature,Site Outdoor Air Relative Humidity,Site Direct Solar Radiation Rate per Area,days,tc1,tc2,tc3,tc4,tc5,tc6
396168.3846,123944.4093,10130.07268,141485.6847,1.942956349,62.61458333,188.2471892,28,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
454653.1321,146868.1336,11666.28329,90688.51597,5.43313172,62.39908154,197.9807721,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
473028.9812,132071.9115,10760.34149,36257.50122,12.56460648,68.95763889,135.3763503,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
575123.0214,141606.0969,12846.48402,10072.63861,17.91901882,74.3156362,192.3388217,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
615019.0509,140980.9044,14457.45014,529.462278,22.21377315,69.30104167,225.3063657,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
673214.0052,132697.104,16426.72346,6.649312825,26.66420251,66.30790771,284.5905765,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
665978.4377,146868.1336,15345.93862,813.2980244,23.04596774,77.16319444,219.8065636,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
602194.8418,132071.9115,12877.33695,4919.512872,20.35770833,84.16527778,153.3049769,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
502503.7532,136344.0602,11796.54513,33545.56499,12.89782706,75.73711918,157.4538157,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
450554.1935,130456.831,10655.41857,56457.65418,9.760949074,74.10636574,128.5277006,30,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
437720.6552,132697.104,10994.34248,102441.0234,5.489852151,75.55857975,140.3433766,31,11.24761396,11.86012681,0.677599597,0.000263765,4.846990893,0.704598749
393666.3636,141216.2519,17513.55458,343172.8303,-2.113575269,70.30320341,156.7973417,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
367176.7001,133526.8137,13206.92834,171466.089,1.942956349,62.61458333,188.2471892,28,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
421337.0258,158222.8195,14949.83502,110527.0187,5.43313172,62.39908154,197.9807721,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
437818.3929,142282.6703,13616.98967,45332.62088,12.56460648,68.95763889,135.3763503,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
532223.4665,152553.9637,15965.77448,13184.82014,17.91901882,74.3156362,192.3388217,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
568323.6614,151880.4362,17861.53568,827.4483231,22.21377315,69.30104167,225.3063657,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
619320.6642,142956.1977,20475.53914,11.4717114,26.66420251,66.30790771,284.5905765,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
613554.3418,158222.8195,18951.20172,1143.871876,23.04596774,77.16319444,219.8065636,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
555896.9823,142282.6703,15949.12879,6554.004469,20.35770833,84.16527778,153.3049769,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
465917.5957,146885.1078,14784.58568,41178.41604,12.89782706,75.73711918,157.4538157,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
417926.1538,140542.7244,13617.2012,69324.95165,9.760949074,74.10636574,128.5277006,30,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
405623.5557,142956.1977,14104.6355,122984.3386,5.489852151,75.55857975,140.3433766,31,12.11719078,9.340191701,0.50663411,0.000304837,5.256828029,0.68521525
396485.7945,133897.5906,17272.69564,316783.6721,-2.113575269,70.30320341,156.7973417,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
369458.9235,126606.6646,13114.97066,157970.0466,1.942956349,62.61458333,188.2471892,28,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
423801.4029,150022.7774,14892.11919,101612.3597,5.43313172,62.39908154,197.9807721,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
437238.2889,134908.7409,13577.38042,41282.9443,12.56460648,68.95763889,135.3763503,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
527187.6962,144647.7151,16001.56335,11814.54776,17.91901882,74.3156362,192.3388217,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
559845.0654,144009.0939,17915.14328,697.721916,22.21377315,69.30104167,225.3063657,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
606404.4922,135547.3622,20552.90286,10.07164975,26.66420251,66.30790771,284.5905765,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
603134.3633,150022.7774,19030.36574,999.8555656,23.04596774,77.16319444,219.8065636,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
546985.4076,134908.7409,15992.98008,5870.643278,20.35770833,84.16527778,153.3049769,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
465329.2147,139272.6528,14773.95414,37557.79104,12.89782706,75.73711918,157.4538157,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
419024.6943,133258.9693,13552.69082,63265.22169,9.760949074,74.10636574,128.5277006,30,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
407966.981,135547.3622,14049.33411,113170.3451,5.489852151,75.55857975,140.3433766,31,11.4892063,9.922297153,0.508421381,0.000290631,5.829273407,0.725568168
408322.7607,127854.3182,14126.55766,294929.0941,-2.113575269,70.30320341,156.7973417,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
380939.7826,120892.4575,10657.10052,145646.9295,1.942956349,62.61458333,188.2471892,28,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
436651.5188,143251.7182,12065.90628,92828.98095,5.43313172,62.39908154,197.9807721,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
453655.7234,128819.8318,11047.50136,37133.39609,12.56460648,68.95763889,135.3763503,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
549654.193,138119.2516,13107.49648,10515.67537,17.91901882,74.3156362,192.3388217,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
586899.0331,137509.4535,14741.41968,591.9184657,22.21377315,69.30104167,225.3063657,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
640957.4691,129429.6298,16894.77663,8.563749831,26.66420251,66.30790771,284.5905765,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
634287.8664,143251.7182,15677.92363,859.5318994,23.04596774,77.16319444,219.8065636,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
573914.1182,128819.8318,13138.6579,5135.199076,20.35770833,84.16527778,153.3049769,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
481858.1226,132986.7849,12050.73602,34040.76264,12.89782706,75.73711918,157.4538157,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
432598.9451,127244.5202,10988.33666,57318.52891,9.760949074,74.10636574,128.5277006,30,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
420792.598,129429.6298,11378.68536,103411.1338,5.489852151,75.55857975,140.3433766,31,10.97065774,11.1004022,0.637763439,0.000344433,5.167383682,0.780345976
410514.7042,118626.3093,15623.00322,251418.8257,-2.113575269,70.30320341,156.7973417,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
383295.1219,112166.9276,12076.72024,124892.1417,1.942956349,62.61458333,188.2471892,28,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
439358.5724,132912.3871,13794.7539,79885.73993,5.43313172,62.39908154,197.9807721,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
461445.5328,119522.136,12660.35383,31719.46431,12.56460648,68.95763889,135.3763503,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
565894.031,128150.3612,15076.35131,8854.836771,17.91901882,74.3156362,192.3388217,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
608384.278,127584.5759,16988.49811,479.7497825,22.21377315,69.30104167,225.3063657,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
671382.3592,120087.9213,19447.48396,6.003777707,26.66420251,66.30790771,284.5905765,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
660385.5105,132912.3871,18055.09851,713.1469062,23.04596774,77.16319444,219.8065636,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
596787.6285,119522.136,15113.47783,4294.695399,20.35770833,84.16527778,153.3049769,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
490601.9482,123388.3353,13833.65525,29060.72445,12.89782706,75.73711918,157.4538157,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
437850.3429,118060.5241,12565.64137,49146.30271,9.760949074,74.10636574,128.5277006,30,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
424183.7197,120087.9213,13007.45421,89263.78187,5.489852151,75.55857975,140.3433766,31,10.17883992,11.65780808,0.555629574,0.000300899,4.485585073,0.867923293
402155.288,126717.0555,14497.05485,307402.7288,-2.113575269,70.30320341,156.7973417,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
375006.1248,119817.1205,10926.8211,152417.6341,1.942956349,62.61458333,188.2471892,28,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
429962.6686,141977.4958,12374.1577,97340.56583,5.43313172,62.39908154,197.9807721,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
446118.0239,127673.9808,11308.45986,38954.37825,12.56460648,68.95763889,135.3763503,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
540331.6992,136890.6824,13387.28515,11066.31141,17.91901882,74.3156362,192.3388217,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
575958.4919,136286.3085,15041.68669,622.6297969,22.21377315,69.30104167,225.3063657,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
628871.2315,128278.3547,17261.09233,9.227975647,26.66420251,66.30790771,284.5905765,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
622171.9995,141977.4958,15992.96138,913.7443123,23.04596774,77.16319444,219.8065636,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
563417.2346,127673.9808,13410.64423,5422.42475,20.35770833,84.16527778,153.3049769,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
474079.3202,131803.869,12323.13633,35634.91103,12.89782706,75.73711918,157.4538157,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
425916.3276,126112.6817,11266.44545,60035.47901,9.760949074,74.10636574,128.5277006,30,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
414306.8832,128278.3547,11668.47336,108186.8603,5.489852151,75.55857975,140.3433766,31,10.87307386,10.79740862,0.616029644,0.000336139,5.301690391,0.758472855
453707.4355,145149.2796,12804.2044,229630.8494,-2.113575269,70.30320341,156.7973417,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
424090.7972,137245.6821,10393.12546,114251.0084,1.942956349,62.61458333,188.2471892,28,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
487331.6738,162629.4989,11999.05437,73617.92373,5.43313172,62.39908154,197.9807721,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
497642.8426,146245.3989,11158.2071,29989.55857,12.56460648,68.95763889,135.3763503,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
593055.3563,156802.7591,13364.05524,8264.995817,17.91901882,74.3156362,192.3388217,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
627174.9888,156110.4732,14992.84584,433.6003096,22.21377315,69.30104167,225.3063657,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
673929.6555,146937.6849,16915.38469,8.002817026,26.66420251,66.30790771,284.5905765,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
674511.5345,162629.4989,15909.63513,672.3653555,23.04596774,77.16319444,219.8065636,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
610954.9429,146245.3989,13390.43169,3975.71489,20.35770833,84.16527778,153.3049769,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
527837.2245,150976.0193,12235.55872,27756.42223,12.89782706,75.73711918,157.4538157,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
478103.8768,144456.9937,10979.30218,46691.41274,9.760949074,74.10636574,128.5277006,30,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
467263.471,146937.6849,11281.80847,84069.89712,5.489852151,75.55857975,140.3433766,31,12.45466785,12.75419608,0.694446286,0.000284774,6.189702927,0.792519376
360604.6561,124531.1901,13861.87532,349233.8042,-2.113575269,70.30320341,156.7973417,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
336124.9361,117750.2787,10488.88486,179130.0063,1.942956349,62.61458333,188.2471892,28,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
385191.8974,139528.3882,11850.75014,115963.9002,5.43313172,62.39908154,197.9807721,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
397730.9075,125471.6084,10739.22244,46517.82767,12.56460648,68.95763889,135.3763503,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
479457.2639,134529.3222,12506.57777,13615.98193,17.91901882,74.3156362,192.3388217,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
508792.5995,133935.3737,13934.7653,839.3711866,22.21377315,69.30104167,225.3063657,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
551228.6136,126065.5569,16087.45786,11.95119585,26.66420251,66.30790771,284.5905765,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
547527.9634,139528.3882,14777.00743,1198.359723,23.04596774,77.16319444,219.8065636,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
497181.1743,125471.6084,12445.64667,6742.206477,20.35770833,84.16527778,153.3049769,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
423597.6212,129530.2561,11652.74582,42136.04697,12.89782706,75.73711918,157.4538157,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
381703.7571,123937.2416,10792.20019,70698.53306,9.760949074,74.10636574,128.5277006,30,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
371312.1168,126065.5569,11179.84578,126937.4503,5.489852151,75.55857975,140.3433766,31,10.68551366,8.624924246,0.606434251,0.00025941,6.147033127,0.717206267
374562.9525,108060.5723,15354.09929,298156.6435,-2.113575269,70.30320341,156.7973417,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
349088.6898,102176.5109,11714.98674,154782.0945,1.942956349,62.61458333,188.2471892,28,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
399118.9339,121074.2263,12847.31653,96760.06169,5.43313172,62.39908154,197.9807721,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
417574.7139,108876.61,11688.35065,38183.5566,12.56460648,68.95763889,135.3763503,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
509523.9389,116736.3416,13720.82418,10909.47794,17.91901882,74.3156362,192.3388217,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
545659.3869,116220.9494,15443.49534,635.9495491,22.21377315,69.30104167,225.3063657,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
599591.417,109392.0023,17903.20994,7.249861136,26.66420251,66.30790771,284.5905765,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
589906.4949,121074.2263,16415.40729,891.8295137,23.04596774,77.16319444,219.8065636,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
534432.3808,108876.61,13743.52533,5306.139834,20.35770833,84.16527778,153.3049769,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
444541.6931,112398.457,12692.15197,34658.19902,12.89782706,75.73711918,157.4538157,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
397771.6266,107545.1801,11700.95122,58388.51492,9.760949074,74.10636574,128.5277006,30,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
385926.7611,109392.0023,12136.2651,105958.1106,5.489852151,75.55857975,140.3433766,31,9.272237108,10.24578664,0.561394375,0.000352215,5.011760281,0.855868187
351918.6321,104940.1473,14319.37299,325233.4395,-2.113575269,70.30320341,156.7973417,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
327674.0518,99225.99782,10926.50004,171484.1977,1.942956349,62.61458333,188.2471892,28,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
374474.8993,117578.0109,11988.146,108716.4992,5.43313172,62.39908154,197.9807721,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
388889.7078,105732.6206,10869.57015,42734.22604,12.56460648,68.95763889,135.3763503,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
470850.3002,113365.3897,12664.44503,12406.12787,17.91901882,74.3156362,192.3388217,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
501590.6431,112864.8802,14175.06508,746.0396364,22.21377315,69.30104167,225.3063657,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
547751.9989,106233.1301,16496.75046,8.584091423,26.66420251,66.30790771,284.5905765,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
540363.7166,117578.0109,15048.17451,1047.724747,23.04596774,77.16319444,219.8065636,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
490783.4528,105732.6206,12628.28328,6043.925517,20.35770833,84.16527778,153.3049769,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
414514.6593,109152.7685,11783.06685,38605.63002,12.89782706,75.73711918,157.4538157,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
372481.5818,104439.6379,10913.05325,64742.18448,9.760949074,74.10636574,128.5277006,30,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
362145.6062,106233.1301,11332.47464,117710.3794,5.489852151,75.55857975,140.3433766,31,9.004486163,9.208331489,0.581255524,0.000310918,5.785800839,0.814503189
389713.8862,106857.459,11946.52515,261044.8874,-2.113575269,70.30320341,156.7973417,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
363689.1344,101038.909,9398.125996,132316.0561,1.942956349,62.61458333,188.2471892,28,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
416256.6752,119726.223,10772.40892,84449.11673,5.43313172,62.39908154,197.9807721,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431578.1349,107664.4112,9856.052982,32791.46415,12.56460648,68.95763889,135.3763503,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
521086.697,115436.635,11730.35621,9113.886915,17.91901882,74.3156362,192.3388217,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
554887.4581,114926.981,13214.26344,469.9513014,22.21377315,69.30104167,225.3063657,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
605524.9478,108174.0652,15167.70462,4.875333717,26.66420251,66.30790771,284.5905765,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
599197.7656,119726.223,14042.21167,729.5781008,23.04596774,77.16319444,219.8065636,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
543386.2885,107664.4112,11750.4614,4459.723078,20.35770833,84.16527778,153.3049769,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
459032.1026,111147.047,10793.82629,30205.38815,12.89782706,75.73711918,157.4538157,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
412937.193,106347.805,9820.395593,50915.91824,9.760949074,74.10636574,128.5277006,30,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
401945.7815,108174.0652,10160.72469,93701.61867,5.489852151,75.55857975,140.3433766,31,9.169002861,11.35710403,0.688315585,0.000246349,5.487271186,0.847455262
431683.7421,132324.6518,14050.30872,244888.2316,-2.113575269,70.30320341,156.7973417,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
403427.4399,125119.3746,11153.19536,121373.2283,1.942956349,62.61458333,188.2471892,28,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
463061.0991,148260.4107,12843.10495,77861.95822,5.43313172,62.39908154,197.9807721,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
480835.2554,133323.9238,11876.14675,31279.45782,12.56460648,68.95763889,135.3763503,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
583393.6246,142948.4911,14204.96483,8698.194151,17.91901882,74.3156362,192.3388217,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
623133.4388,142317.3719,15976.79433,459.6064149,22.21377315,69.30104167,225.3063657,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
680848.9566,133955.043,18135.40684,5.683110845,26.66420251,66.30790771,284.5905765,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
673820.3055,148260.4107,16957.33578,693.3059551,23.04596774,77.16319444,219.8065636,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
609711.7547,133323.9238,14234.90463,4205.664245,20.35770833,84.16527778,153.3049769,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
510732.6292,137636.5714,13021.34241,28924.22986,12.89782706,75.73711918,157.4538157,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
458409.6555,131693.5326,11741.81587,48734.20548,9.760949074,74.10636574,128.5277006,30,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
445677.0464,133955.043,12095.95062,88087.36513,5.489852151,75.55857975,140.3433766,31,11.35423883,12.16713703,0.621697857,0.000275349,4.969231669,0.804320434
418755.6664,112159.5322,14032.03225,305445.3522,-2.113575269,70.30320341,156.7973417,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
390551.0519,106052.2763,11117.65054,152468.6898,1.942956349,62.61458333,188.2471892,28,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
447640.6792,125666.8209,12790.05127,97045.36066,5.43313172,62.39908154,197.9807721,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
462015.5308,113006.5239,11803.06256,38081.48304,12.56460648,68.95763889,135.3763503,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
556184.5851,121164.3913,14157.24377,10499.18862,17.91901882,74.3156362,192.3388217,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
590702.9693,120629.4492,15995.22351,526.541157,22.21377315,69.30104167,225.3063657,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
643041.8438,113541.466,18255.55206,5.297876743,26.66420251,66.30790771,284.5905765,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
637354.5934,125666.8209,16983.90865,821.9980896,23.04596774,77.16319444,219.8065636,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
577585.6851,113006.5239,14208.65329,5022.913736,20.35770833,84.16527778,153.3049769,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
491107.565,116661.9618,12965.57317,35282.2491,12.89782706,75.73711918,157.4538157,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
442674.1974,111624.5901,11691.36425,59508.13201,9.760949074,74.10636574,128.5277006,30,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
431527.381,113541.466,12055.0937,109046.7845,5.489852151,75.55857975,140.3433766,31,9.623952144,12.57250261,0.604203552,0.000279696,5.57482267,0.671996557
355893.973,115466.3704,12762.85383,360350.6102,-2.113575269,70.30320341,156.7973417,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
331936.6708,109179.0521,9693.280909,185277.6506,1.942956349,62.61458333,188.2471892,28,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
380056.2557,129371.8991,10988.85818,120165.7504,5.43313172,62.39908154,197.9807721,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
395265.9284,116338.3342,9953.51744,47492.34714,12.56460648,68.95763889,135.3763503,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
480079.7088,124736.7229,11618.64883,13719.73269,17.91901882,74.3156362,192.3388217,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
511795.9259,124186.0089,12975.60023,828.7771433,22.21377315,69.30104167,225.3063657,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
558921.4233,116889.0482,15004.21596,10.31809353,26.66420251,66.30790771,284.5905765,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
551902.5992,129371.8991,13758.25493,1188.700993,23.04596774,77.16319444,219.8065636,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
500591.0765,116338.3342,11573.5739,6814.45549,20.35770833,84.16527778,153.3049769,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
421036.5612,120101.5466,10811.48467,43010.6188,12.89782706,75.73711918,157.4538157,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
378104.1384,114915.6564,10005.25728,72272.26141,9.760949074,74.10636574,128.5277006,30,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
367135.0335,116889.0482,10380.67415,131090.7653,5.489852151,75.55857975,140.3433766,31,9.907698444,8.930295304,0.645792593,0.000244745,5.547461632,0.695043885
385848.196,142835.6752,16727.14304,315395.3513,-2.113575269,70.30320341,156.7973417,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
359631.3649,135058.0569,12718.73948,160862.7174,1.942956349,62.61458333,188.2471892,28,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
412549.4894,160037.2688,14120.65337,102058.9445,5.43313172,62.39908154,197.9807721,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
423255.87,143914.323,12840.52905,41956.005,12.56460648,68.95763889,135.3763503,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
507312.2305,154303.4043,14992.41147,12319.20062,17.91901882,74.3156362,192.3388217,31,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
537066.6772,153622.153,16740.27773,796.7107854,22.21377315,69.30104167,225.3063657,30,12.25614689,8.854493633,0.531592989,0.000314545,6.439539714,0.770907837
